2219Temp+Humid,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
12692,12/21/20 17:40,22,22,-0.7,,
12693,12/21/20 17:50,22,22,-0.7,,
12694,12/21/20 18:00,22,22,-0.7,,
12695,12/21/20 18:10,22,22,-0.7,,
12696,12/21/20 18:20,22,22,-0.7,,
12697,12/21/20 18:30,22,22,-0.7,,
12698,12/21/20 18:40,22,22,-0.7,,
12699,12/21/20 18:50,22,22,-0.7,,
12700,12/21/20 19:00,22,22,-0.7,,
12701,12/21/20 19:10,22,22,-0.7,,
12702,12/21/20 19:20,22,22,-0.7,,
12703,12/21/20 19:30,22,22,-0.7,,
12704,12/21/20 19:40,22,22,-0.7,,
12705,12/21/20 19:50,22,22,-0.7,,
12706,12/21/20 20:00,22,22,-0.7,,
12707,12/21/20 20:10,22,22,-0.7,,
12708,12/21/20 20:20,22,22,-0.7,,
12709,12/21/20 20:30,22,22,-0.7,,
12710,12/21/20 20:40,22,22,-0.7,,
12711,12/21/20 20:50,22,22,-0.7,,
12712,12/21/20 21:00,22,22,-0.7,,
12713,12/21/20 21:10,22,22,-0.7,,
12714,12/21/20 21:20,22,22,-0.7,,
12715,12/21/20 21:30,22,22,-0.7,,
12716,12/21/20 21:40,22,22,-0.7,,
12717,12/21/20 21:50,22,22,-0.7,,
12718,12/21/20 22:00,22,22,-0.7,,
12719,12/21/20 22:10,22,22,-0.7,,
12720,12/21/20 22:20,22,21.5,-1,,
12721,12/21/20 22:30,22,21.5,-1,,
12722,12/21/20 22:40,22,21.5,-1,,
12723,12/21/20 22:50,22,21.5,-1,,
12724,12/21/20 23:00,22,21.5,-1,,
12725,12/21/20 23:10,22,21,-1.3,,
12726,12/21/20 23:20,22,21,-1.3,,
12727,12/21/20 23:30,22,21,-1.3,,
12728,12/21/20 23:40,22,21,-1.3,,
12729,12/21/20 23:50,22,21,-1.3,,
12730,12/22/20 0:00,22,21,-1.3,,
12731,12/22/20 0:10,22,21,-1.3,,
12732,12/22/20 0:20,22,21,-1.3,,
12733,12/22/20 0:30,22,21,-1.3,,
12734,12/22/20 0:40,22,21,-1.3,,
12735,12/22/20 0:50,22,21.5,-1,,
12736,12/22/20 1:00,22,21.5,-1,,
12737,12/22/20 1:10,22,21.5,-1,,
12738,12/22/20 1:20,22,21.5,-1,,
12739,12/22/20 1:30,22,21.5,-1,,
12740,12/22/20 1:40,22,21.5,-1,,
12741,12/22/20 1:50,22,21.5,-1,,
12742,12/22/20 2:00,22,21.5,-1,,
12743,12/22/20 2:10,22,21.5,-1,,
12744,12/22/20 2:20,22,22,-0.7,,
12745,12/22/20 2:30,22.5,22,-0.3,,
12746,12/22/20 2:40,22.5,22,-0.3,,
12747,12/22/20 2:50,22.5,22,-0.3,,
12748,12/22/20 3:00,22.5,22,-0.3,,
12749,12/22/20 3:10,22.5,22,-0.3,,
12750,12/22/20 3:20,22.5,22,-0.3,,
12751,12/22/20 3:30,22.5,22,-0.3,,
12752,12/22/20 3:40,22.5,21.5,-0.6,,
12753,12/22/20 3:50,22.5,21.5,-0.6,,
12754,12/22/20 4:00,22.5,21.5,-0.6,,
12755,12/22/20 4:10,22.5,21.5,-0.6,,
12756,12/22/20 4:20,22.5,21.5,-0.6,,
12757,12/22/20 4:30,22.5,21.5,-0.6,,
12758,12/22/20 4:40,22.5,21.5,-0.6,,
12759,12/22/20 4:50,22.5,21.5,-0.6,,
12760,12/22/20 5:00,22.5,21.5,-0.6,,
12761,12/22/20 5:10,22.5,21.5,-0.6,,
12762,12/22/20 5:20,22.5,21.5,-0.6,,
12763,12/22/20 5:30,22.5,21.5,-0.6,,
12764,12/22/20 5:40,22,21.5,-1,,
12765,12/22/20 5:50,22,21,-1.3,,
12766,12/22/20 6:00,22,21,-1.3,,
12767,12/22/20 6:10,22,21,-1.3,,
12768,12/22/20 6:20,22,21,-1.3,,
12769,12/22/20 6:30,22,21,-1.3,,
12770,12/22/20 6:40,22,21,-1.3,,
12771,12/22/20 6:50,22,21,-1.3,,
12772,12/22/20 7:00,22,21,-1.3,,
12773,12/22/20 7:10,22,21,-1.3,,
12774,12/22/20 7:20,22,20.5,-1.6,,
12775,12/22/20 7:30,22,20.5,-1.6,,
12776,12/22/20 7:40,22,20.5,-1.6,,
12777,12/22/20 7:50,22,20.5,-1.6,,
12778,12/22/20 8:00,22,20.5,-1.6,,
12779,12/22/20 8:10,22,20.5,-1.6,,
12780,12/22/20 8:20,22,20.5,-1.6,,
12781,12/22/20 8:30,22,20.5,-1.6,,
12782,12/22/20 8:40,22,20.5,-1.6,,
12783,12/22/20 8:50,22,20.5,-1.6,,
12784,12/22/20 9:00,22,20.5,-1.6,,
12785,12/22/20 9:10,22,20.5,-1.6,,
12786,12/22/20 9:20,22,20.5,-1.6,,
12787,12/22/20 9:30,22,21,-1.3,,
12788,12/22/20 9:40,22,21,-1.3,,
12789,12/22/20 9:50,22,21,-1.3,,
12790,12/22/20 10:00,22,21,-1.3,,
12791,12/22/20 10:10,22,21,-1.3,,
12792,12/22/20 10:20,22,21,-1.3,,
12793,12/22/20 10:30,22,21,-1.3,,
12794,12/22/20 10:40,22,21,-1.3,,
12795,12/22/20 10:50,22,21,-1.3,,
12796,12/22/20 11:00,22,21,-1.3,,
12797,12/22/20 11:10,22,21.5,-1,,
12798,12/22/20 11:20,22,21.5,-1,,
12799,12/22/20 11:30,22,21.5,-1,,
12800,12/22/20 11:40,22,21.5,-1,,
12801,12/22/20 11:50,22,21.5,-1,,
12802,12/22/20 12:00,22,21.5,-1,,
12803,12/22/20 12:10,22,22,-0.7,,
12804,12/22/20 12:20,22,22,-0.7,,
12805,12/22/20 12:30,22,22,-0.7,,
12806,12/22/20 12:40,22,22,-0.7,,
12807,12/22/20 12:50,22,22,-0.7,,
12808,12/22/20 13:00,22,22,-0.7,,
12809,12/22/20 13:10,22,22,-0.7,,
12810,12/22/20 13:20,22,22,-0.7,,
12811,12/22/20 13:30,22,22,-0.7,,
12812,12/22/20 13:40,22,22,-0.7,,
12813,12/22/20 13:50,22,22.5,-0.4,,
12814,12/22/20 14:00,22,22.5,-0.4,,
12815,12/22/20 14:10,22,22.5,-0.4,,
12816,12/22/20 14:20,22,22.5,-0.4,,
12817,12/22/20 14:30,22,22.5,-0.4,,
12818,12/22/20 14:40,22,22.5,-0.4,,
12819,12/22/20 14:50,22,22.5,-0.4,,
12820,12/22/20 15:00,22,22.5,-0.4,,
12821,12/22/20 15:10,22,22.5,-0.4,,
12822,12/22/20 15:20,22,22.5,-0.4,,
12823,12/22/20 15:30,22,22.5,-0.4,,
12824,12/22/20 15:40,22,22.5,-0.4,,
12825,12/22/20 15:50,22,22.5,-0.4,,
12826,12/22/20 16:00,22,23,-0.1,,
12827,12/22/20 16:10,22,23,-0.1,,
12828,12/22/20 16:20,22,23,-0.1,,
12829,12/22/20 16:30,22,23,-0.1,,
12830,12/22/20 16:40,22,23.5,0.2,,
12831,12/22/20 16:50,22,23.5,0.2,,
12832,12/22/20 17:00,22,23.5,0.2,,
12833,12/22/20 17:10,22,23.5,0.2,,
12834,12/22/20 17:20,22,23.5,0.2,,
12835,12/22/20 17:30,22,23.5,0.2,,
12836,12/22/20 17:40,22,23.5,0.2,,
12837,12/22/20 17:50,22,23.5,0.2,,
12838,12/22/20 18:00,22,23.5,0.2,,
12839,12/22/20 18:10,22,23.5,0.2,,
12840,12/22/20 18:20,22,23.5,0.2,,
12841,12/22/20 18:30,22,23.5,0.2,,
12842,12/22/20 18:40,22,23.5,0.2,,
12843,12/22/20 18:50,22,23.5,0.2,,
12844,12/22/20 19:00,22,23.5,0.2,,
12845,12/22/20 19:10,22,23.5,0.2,,
12846,12/22/20 19:20,22,23.5,0.2,,
12847,12/22/20 19:30,22,23.5,0.2,,
12848,12/22/20 19:40,22,23.5,0.2,,
12849,12/22/20 19:50,22,23.5,0.2,,
12850,12/22/20 20:00,22,23.5,0.2,,
12851,12/22/20 20:10,22,23.5,0.2,,
12852,12/22/20 20:20,22,23.5,0.2,,
12853,12/22/20 20:30,22,23.5,0.2,,
12854,12/22/20 20:40,22,23,-0.1,,
12855,12/22/20 20:50,22,23,-0.1,,
12856,12/22/20 21:00,22,23,-0.1,,
12857,12/22/20 21:10,22,23,-0.1,,
12858,12/22/20 21:20,22,23,-0.1,,
12859,12/22/20 21:30,22,23,-0.1,,
12860,12/22/20 21:40,22,23,-0.1,,
12861,12/22/20 21:50,22,23,-0.1,,
12862,12/22/20 22:00,22,23,-0.1,,
12863,12/22/20 22:10,22,23,-0.1,,
12864,12/22/20 22:20,22,23,-0.1,,
12865,12/22/20 22:30,22,23,-0.1,,
12866,12/22/20 22:40,22,23,-0.1,,
12867,12/22/20 22:50,22,23,-0.1,,
12868,12/22/20 23:00,22,23,-0.1,,
12869,12/22/20 23:10,22,23,-0.1,,
12870,12/22/20 23:20,22,23,-0.1,,
12871,12/22/20 23:30,22,23,-0.1,,
12872,12/22/20 23:40,22,23,-0.1,,
12873,12/22/20 23:50,22,23,-0.1,,
12874,12/23/20 0:00,22,23,-0.1,,
12875,12/23/20 0:10,22,23,-0.1,,
12876,12/23/20 0:20,22,23,-0.1,,
12877,12/23/20 0:30,22,23,-0.1,,
12878,12/23/20 0:40,22,23,-0.1,,
12879,12/23/20 0:50,22,23.5,0.2,,
12880,12/23/20 1:00,22,23.5,0.2,,
12881,12/23/20 1:10,22,23.5,0.2,,
12882,12/23/20 1:20,22,23.5,0.2,,
12883,12/23/20 1:30,22,23.5,0.2,,
12884,12/23/20 1:40,22,23.5,0.2,,
12885,12/23/20 1:50,22,23.5,0.2,,
12886,12/23/20 2:00,22,23.5,0.2,,
12887,12/23/20 2:10,22,23.5,0.2,,
12888,12/23/20 2:20,22,23.5,0.2,,
12889,12/23/20 2:30,22,23.5,0.2,,
12890,12/23/20 2:40,22,23.5,0.2,,
12891,12/23/20 2:50,22,23.5,0.2,,
12892,12/23/20 3:00,22,23.5,0.2,,
12893,12/23/20 3:10,22,23.5,0.2,,
12894,12/23/20 3:20,22,23.5,0.2,,
12895,12/23/20 3:30,22,23.5,0.2,,
12896,12/23/20 3:40,22,23.5,0.2,,
12897,12/23/20 3:50,22,23.5,0.2,,
12898,12/23/20 4:00,22,23.5,0.2,,
12899,12/23/20 4:10,22,23.5,0.2,,
12900,12/23/20 4:20,22,23.5,0.2,,
12901,12/23/20 4:30,22,23.5,0.2,,
12902,12/23/20 4:40,22,23.5,0.2,,
12903,12/23/20 4:50,22,23.5,0.2,,
12904,12/23/20 5:00,22,23.5,0.2,,
12905,12/23/20 5:10,22,23.5,0.2,,
12906,12/23/20 5:20,22,23.5,0.2,,
12907,12/23/20 5:30,22,23,-0.1,,
12908,12/23/20 5:40,22,23,-0.1,,
12909,12/23/20 5:50,22,23,-0.1,,
12910,12/23/20 6:00,22,23,-0.1,,
12911,12/23/20 6:10,22,23,-0.1,,
12912,12/23/20 6:20,22,23,-0.1,,
12913,12/23/20 6:30,22,23,-0.1,,
12914,12/23/20 6:40,22,23,-0.1,,
12915,12/23/20 6:50,22,23,-0.1,,
12916,12/23/20 7:00,22,23,-0.1,,
12917,12/23/20 7:10,22,23,-0.1,,
12918,12/23/20 7:20,22,23,-0.1,,
12919,12/23/20 7:30,22,23.5,0.2,,
12920,12/23/20 7:40,22,23.5,0.2,,
12921,12/23/20 7:50,22,23.5,0.2,,
12922,12/23/20 8:00,22,24,0.5,,
12923,12/23/20 8:10,22,24,0.5,,
12924,12/23/20 8:20,22,24.5,0.8,,
12925,12/23/20 8:30,22,24.5,0.8,,
12926,12/23/20 8:40,22,25,1.1,,
12927,12/23/20 8:50,22,25,1.1,,
12928,12/23/20 9:00,22,25.5,1.4,,
12929,12/23/20 9:10,22,25.5,1.4,,
12930,12/23/20 9:20,22,26,1.6,,
12931,12/23/20 9:30,22,26,1.6,,
12932,12/23/20 9:40,22,26.5,1.9,,
12933,12/23/20 9:50,22,26.5,1.9,,
12934,12/23/20 10:00,22,27,2.2,,
12935,12/23/20 10:10,22,27,2.2,,
12936,12/23/20 10:20,22,27.5,2.4,,
12937,12/23/20 10:30,22,27.5,2.4,,
12938,12/23/20 10:40,22,27.5,2.4,,
12939,12/23/20 10:50,22,28,2.7,,
12940,12/23/20 11:00,22,28,2.7,,
12941,12/23/20 11:10,22,28,2.7,,
12942,12/23/20 11:20,22,28.5,2.9,,
12943,12/23/20 11:30,22,28.5,2.9,,
12944,12/23/20 11:40,22,29,3.2,,
12945,12/23/20 11:50,22,29.5,3.4,,
12946,12/23/20 12:00,22,30,3.6,,
12947,12/23/20 12:10,22,30,3.6,,
12948,12/23/20 12:20,22,30.5,3.9,,
12949,12/23/20 12:30,22,31,4.1,,
12950,12/23/20 12:40,22,31.5,4.3,,
12951,12/23/20 12:50,22,32,4.6,,
12952,12/23/20 13:00,22,32.5,4.8,,
12953,12/23/20 13:10,22,33,5,,
12954,12/23/20 13:20,22,33.5,5.2,,
12955,12/23/20 13:30,22,33.5,5.2,,
12956,12/23/20 13:40,22,34,5.4,,
12957,12/23/20 13:50,22,34.5,5.6,,
12958,12/23/20 14:00,22,35,5.8,,
12959,12/23/20 14:10,22,35,5.8,,
12960,12/23/20 14:20,22,35.5,6.1,,
12961,12/23/20 14:30,22,36,6.3,,
12962,12/23/20 14:40,22,36.5,6.5,,
12963,12/23/20 14:50,22,36.5,6.5,,
12964,12/23/20 15:00,22,37,6.7,,
12965,12/23/20 15:10,22,37,6.7,,
12966,12/23/20 15:20,22,37.5,6.8,,
12967,12/23/20 15:30,22,37.5,6.8,,
12968,12/23/20 15:40,22,38,7,,
12969,12/23/20 15:50,22,38,7,,
12970,12/23/20 16:00,22,38,7,,
12971,12/23/20 16:10,22,38.5,7.2,,
12972,12/23/20 16:20,22,38.5,7.2,,
12973,12/23/20 16:30,22,39,7.4,,
12974,12/23/20 16:40,22,39,7.4,,
12975,12/23/20 16:50,22,39.5,7.6,,
12976,12/23/20 17:00,22,39.5,7.6,,
12977,12/23/20 17:10,22,40,7.8,,
12978,12/23/20 17:20,22,40,7.8,,
12979,12/23/20 17:30,22,40.5,8,,
12980,12/23/20 17:40,22,40.5,8,,
12981,12/23/20 17:50,22,41,8.2,,
12982,12/23/20 18:00,22,41.5,8.3,,
12983,12/23/20 18:10,22,41.5,8.3,,
12984,12/23/20 18:20,22,41.5,8.3,,
12985,12/23/20 18:30,22,41.5,8.3,,
12986,12/23/20 18:40,22,41.5,8.3,,
12987,12/23/20 18:50,22,41.5,8.3,,
12988,12/23/20 19:00,22,41.5,8.3,,
12989,12/23/20 19:10,22,41.5,8.3,,
12990,12/23/20 19:20,22,41,8.2,,
12991,12/23/20 19:30,22,40,7.8,,
12992,12/23/20 19:40,22,38.5,7.2,,
12993,12/23/20 19:50,22,37.5,6.8,,
12994,12/23/20 20:00,22,36.5,6.5,,
12995,12/23/20 20:10,22,36,6.3,,
12996,12/23/20 20:20,22,35,5.8,,
12997,12/23/20 20:30,22,34,5.4,,
12998,12/23/20 20:40,22,33.5,5.2,,
12999,12/23/20 20:50,22,32.5,4.8,,
13000,12/23/20 21:00,22,32,4.6,,
13001,12/23/20 21:10,22,31,4.1,,
13002,12/23/20 21:20,22,30.5,3.9,,
13003,12/23/20 21:30,22,29.5,3.4,,
13004,12/23/20 21:40,22,29,3.2,,
13005,12/23/20 21:50,22,28.5,2.9,,
13006,12/23/20 22:00,22,28,2.7,,
13007,12/23/20 22:10,22,27.5,2.4,,
13008,12/23/20 22:20,22,27,2.2,,
13009,12/23/20 22:30,22,26.5,1.9,,
13010,12/23/20 22:40,22,26,1.6,,
13011,12/23/20 22:50,22,25.5,1.4,,
13012,12/23/20 23:00,22,25.5,1.4,,
13013,12/23/20 23:10,22,25,1.1,,
13014,12/23/20 23:20,22,24.5,0.8,,
13015,12/23/20 23:30,22,24,0.5,,
13016,12/23/20 23:40,22,24,0.5,,
13017,12/23/20 23:50,22,23.5,0.2,,
13018,12/24/20 0:00,22,22.5,-0.4,,
13019,12/24/20 0:10,22,22.5,-0.4,,
13020,12/24/20 0:20,22,22,-0.7,,
13021,12/24/20 0:30,22,21.5,-1,,
13022,12/24/20 0:40,22,21.5,-1,,
13023,12/24/20 0:50,22,21,-1.3,,
13024,12/24/20 1:00,22,21,-1.3,,
13025,12/24/20 1:10,22,21,-1.3,,
13026,12/24/20 1:20,22,21,-1.3,,
13027,12/24/20 1:30,22,21,-1.3,,
13028,12/24/20 1:40,22,21,-1.3,,
13029,12/24/20 1:50,22,21,-1.3,,
13030,12/24/20 2:00,22,21,-1.3,,
13031,12/24/20 2:10,22,21,-1.3,,
13032,12/24/20 2:20,22,21,-1.3,,
13033,12/24/20 2:30,22,21,-1.3,,
13034,12/24/20 2:40,22,20.5,-1.6,,
13035,12/24/20 2:50,22,20.5,-1.6,,
13036,12/24/20 3:00,22,20.5,-1.6,,
13037,12/24/20 3:10,22,20.5,-1.6,,
13038,12/24/20 3:20,22,20.5,-1.6,,
13039,12/24/20 3:30,22,20.5,-1.6,,
13040,12/24/20 3:40,22,20,-2,,
13041,12/24/20 3:50,22,20,-2,,
13042,12/24/20 4:00,22,20,-2,,
13043,12/24/20 4:10,22,19.5,-2.3,,
13044,12/24/20 4:20,22,19.5,-2.3,,
13045,12/24/20 4:30,22,19.5,-2.3,,
13046,12/24/20 4:40,22,19.5,-2.3,,
13047,12/24/20 4:50,22,19.5,-2.3,,
13048,12/24/20 5:00,22,19.5,-2.3,,
13049,12/24/20 5:10,22,19.5,-2.3,,
13050,12/24/20 5:20,22,19,-2.7,,
13051,12/24/20 5:30,22,19,-2.7,,
13052,12/24/20 5:40,22,19,-2.7,,
13053,12/24/20 5:50,22,18.5,-3,,
13054,12/24/20 6:00,22,18.5,-3,,
13055,12/24/20 6:10,22,18.5,-3,,
13056,12/24/20 6:20,22,18,-3.4,,
13057,12/24/20 6:30,22,18,-3.4,,
13058,12/24/20 6:40,22,18,-3.4,,
13059,12/24/20 6:50,22,18,-3.4,,
13060,12/24/20 7:00,22,18,-3.4,,
13061,12/24/20 7:10,22,17.5,-3.8,,
13062,12/24/20 7:20,22,17.5,-3.8,,
13063,12/24/20 7:30,22,17.5,-3.8,,
13064,12/24/20 7:40,22,17.5,-3.8,,
13065,12/24/20 7:50,22,17,-4.1,,
13066,12/24/20 8:00,22,17,-4.1,,
13067,12/24/20 8:10,22,17,-4.1,,
13068,12/24/20 8:20,22,17,-4.1,,
13069,12/24/20 8:30,22,17,-4.1,,
13070,12/24/20 8:40,22,17,-4.1,,
13071,12/24/20 8:50,22,17,-4.1,,
13072,12/24/20 9:00,22,17,-4.1,,
13073,12/24/20 9:10,22,16.5,-4.5,,
13074,12/24/20 9:20,22,16.5,-4.5,,
13075,12/24/20 9:30,22,16.5,-4.5,,
13076,12/24/20 9:40,22,16.5,-4.5,,
13077,12/24/20 9:50,22,16.5,-4.5,,
13078,12/24/20 10:00,22,16,-4.9,,
13079,12/24/20 10:10,22,16,-4.9,,
13080,12/24/20 10:20,22,16,-4.9,,
13081,12/24/20 10:30,22,16,-4.9,,
13082,12/24/20 10:40,22,15.5,-5.4,,
13083,12/24/20 10:50,22,15.5,-5.4,,
13084,12/24/20 11:00,22,15.5,-5.4,,
13085,12/24/20 11:10,22,15.5,-5.4,,
13086,12/24/20 11:20,22,15.5,-5.4,,
13087,12/24/20 11:30,22,15,-5.8,,
13088,12/24/20 11:40,22,15,-5.8,,
13089,12/24/20 11:50,22,15,-5.8,,
13090,12/24/20 12:00,22,15,-5.8,,
13091,12/24/20 12:10,22,15,-5.8,,
13092,12/24/20 12:20,22,15,-5.8,,
13093,12/24/20 12:30,22,15,-5.8,,
13094,12/24/20 12:40,22,15,-5.8,,
13095,12/24/20 12:50,22,15,-5.8,,
13096,12/24/20 13:00,22,15,-5.8,,
13097,12/24/20 13:10,22,15,-5.8,,
13098,12/24/20 13:20,22,15,-5.8,,
13099,12/24/20 13:30,22,15,-5.8,,
13100,12/24/20 13:40,22,15,-5.8,,
13101,12/24/20 13:50,22,15,-5.8,,
13102,12/24/20 14:00,22,15,-5.8,,
13103,12/24/20 14:10,22,15,-5.8,,
13104,12/24/20 14:20,22,14.5,-6.2,,
13105,12/24/20 14:30,22,14.5,-6.2,,
13106,12/24/20 14:40,22,14.5,-6.2,,
13107,12/24/20 14:50,22,14.5,-6.2,,
13108,12/24/20 15:00,22,14.5,-6.2,,
13109,12/24/20 15:10,22,14.5,-6.2,,
13110,12/24/20 15:20,22,14.5,-6.2,,
13111,12/24/20 15:30,22,14.5,-6.2,,
13112,12/24/20 15:40,22,14.5,-6.2,,
13113,12/24/20 15:50,22,14.5,-6.2,,
13114,12/24/20 16:00,22,14.5,-6.2,,
13115,12/24/20 16:10,22,14.5,-6.2,,
13116,12/24/20 16:20,22,14.5,-6.2,,
13117,12/24/20 16:30,22,14.5,-6.2,,
13118,12/24/20 16:40,22,14.5,-6.2,,
13119,12/24/20 16:50,22,14.5,-6.2,,
13120,12/24/20 17:00,22,14.5,-6.2,,
13121,12/24/20 17:10,22,14.5,-6.2,,
13122,12/24/20 17:20,22,14,-6.7,,
13123,12/24/20 17:30,22,14,-6.7,,
13124,12/24/20 17:40,22,14,-6.7,,
13125,12/24/20 17:50,22,14,-6.7,,
13126,12/24/20 18:00,22,14,-6.7,,
13127,12/24/20 18:10,22,14,-6.7,,
13128,12/24/20 18:20,22,14,-6.7,,
13129,12/24/20 18:30,22,14,-6.7,,
13130,12/24/20 18:40,22,14,-6.7,,
13131,12/24/20 18:50,22,14,-6.7,,
13132,12/24/20 19:00,22,14,-6.7,,
13133,12/24/20 19:10,22,14,-6.7,,
13134,12/24/20 19:20,22,14,-6.7,,
13135,12/24/20 19:30,22,14,-6.7,,
13136,12/24/20 19:40,22,14,-6.7,,
13137,12/24/20 19:50,22,14,-6.7,,
13138,12/24/20 20:00,22,14,-6.7,,
13139,12/24/20 20:10,22,14,-6.7,,
13140,12/24/20 20:20,22,14,-6.7,,
13141,12/24/20 20:30,22,14,-6.7,,
13142,12/24/20 20:40,22,14,-6.7,,
13143,12/24/20 20:50,22,14,-6.7,,
13144,12/24/20 21:00,22,14,-6.7,,
13145,12/24/20 21:10,22,14,-6.7,,
13146,12/24/20 21:20,22,14,-6.7,,
13147,12/24/20 21:30,22,14,-6.7,,
13148,12/24/20 21:40,22,14,-6.7,,
13149,12/24/20 21:50,22,14,-6.7,,
13150,12/24/20 22:00,22,14,-6.7,,
13151,12/24/20 22:10,22,14,-6.7,,
13152,12/24/20 22:20,22,14,-6.7,,
13153,12/24/20 22:30,22,13.5,-7.2,,
13154,12/24/20 22:40,22,13.5,-7.2,,
13155,12/24/20 22:50,22,13.5,-7.2,,
13156,12/24/20 23:00,22,13.5,-7.2,,
13157,12/24/20 23:10,22,13.5,-7.2,,
13158,12/24/20 23:20,22,13.5,-7.2,,
13159,12/24/20 23:30,22,13.5,-7.2,,
13160,12/24/20 23:40,22,13.5,-7.2,,
13161,12/24/20 23:50,22,13.5,-7.2,,
13162,12/25/20 0:00,22,13.5,-7.2,,
13163,12/25/20 0:10,22,13.5,-7.2,,
13164,12/25/20 0:20,22,13.5,-7.2,,
13165,12/25/20 0:30,22,13.5,-7.2,,
13166,12/25/20 0:40,22,13.5,-7.2,,
13167,12/25/20 0:50,22,13.5,-7.2,,
13168,12/25/20 1:00,22,13.5,-7.2,,
13169,12/25/20 1:10,22,13.5,-7.2,,
13170,12/25/20 1:20,22,13.5,-7.2,,
13171,12/25/20 1:30,22,13.5,-7.2,,
13172,12/25/20 1:40,22,13.5,-7.2,,
13173,12/25/20 1:50,22,13.5,-7.2,,
13174,12/25/20 2:00,22,13.5,-7.2,,
13175,12/25/20 2:10,22,13.5,-7.2,,
13176,12/25/20 2:20,22,13.5,-7.2,,
13177,12/25/20 2:30,22,13.5,-7.2,,
13178,12/25/20 2:40,22,13.5,-7.2,,
13179,12/25/20 2:50,22,13.5,-7.2,,
13180,12/25/20 3:00,22,13.5,-7.2,,
13181,12/25/20 3:10,22,13.5,-7.2,,
13182,12/25/20 3:20,22,13.5,-7.2,,
13183,12/25/20 3:30,22,13.5,-7.2,,
13184,12/25/20 3:40,22,13.5,-7.2,,
13185,12/25/20 3:50,22,13.5,-7.2,,
13186,12/25/20 4:00,22,13.5,-7.2,,
13187,12/25/20 4:10,22,13.5,-7.2,,
13188,12/25/20 4:20,22,13.5,-7.2,,
13189,12/25/20 4:30,22,13.5,-7.2,,
13190,12/25/20 4:40,22,13.5,-7.2,,
13191,12/25/20 4:50,22,13.5,-7.2,,
13192,12/25/20 5:00,22,13.5,-7.2,,
13193,12/25/20 5:10,22,13.5,-7.2,,
13194,12/25/20 5:20,22,13.5,-7.2,,
13195,12/25/20 5:30,22,13.5,-7.2,,
13196,12/25/20 5:40,22,13.5,-7.2,,
13197,12/25/20 5:50,22,13.5,-7.2,,
13198,12/25/20 6:00,22,13.5,-7.2,,
13199,12/25/20 6:10,22,13,-7.6,,
13200,12/25/20 6:20,22,13,-7.6,,
13201,12/25/20 6:30,22,13,-7.6,,
13202,12/25/20 6:40,22,13,-7.6,,
13203,12/25/20 6:50,22,13,-7.6,,
13204,12/25/20 7:00,22,13,-7.6,,
13205,12/25/20 7:10,22,13,-7.6,,
13206,12/25/20 7:20,22,13,-7.6,,
13207,12/25/20 7:30,22,13,-7.6,,
13208,12/25/20 7:40,22,13,-7.6,,
13209,12/25/20 7:50,22,12.5,-8.2,,
13210,12/25/20 8:00,22,12.5,-8.2,,
13211,12/25/20 8:10,22,12.5,-8.2,,
13212,12/25/20 8:20,22,12.5,-8.2,,
13213,12/25/20 8:30,22,12.5,-8.2,,
13214,12/25/20 8:40,22,12.5,-8.2,,
13215,12/25/20 8:50,22,12.5,-8.2,,
13216,12/25/20 9:00,22,12.5,-8.2,,
13217,12/25/20 9:10,22,12.5,-8.2,,
13218,12/25/20 9:20,22,12.5,-8.2,,
13219,12/25/20 9:30,22,12.5,-8.2,,
13220,12/25/20 9:40,22,12.5,-8.2,,
13221,12/25/20 9:50,22,12.5,-8.2,,
13222,12/25/20 10:00,22,12.5,-8.2,,
13223,12/25/20 10:10,22,12.5,-8.2,,
13224,12/25/20 10:20,22,12.5,-8.2,,
13225,12/25/20 10:30,22,12.5,-8.2,,
13226,12/25/20 10:40,22,12.5,-8.2,,
13227,12/25/20 10:50,22,12.5,-8.2,,
13228,12/25/20 11:00,22,12.5,-8.2,,
13229,12/25/20 11:10,22,12.5,-8.2,,
13230,12/25/20 11:20,22,12.5,-8.2,,
13231,12/25/20 11:30,22,12.5,-8.2,,
13232,12/25/20 11:40,22,12.5,-8.2,,
13233,12/25/20 11:50,22,12.5,-8.2,,
13234,12/25/20 12:00,22,12.5,-8.2,,
13235,12/25/20 12:10,22,12.5,-8.2,,
13236,12/25/20 12:20,22,12.5,-8.2,,
13237,12/25/20 12:30,22,12.5,-8.2,,
13238,12/25/20 12:40,22,12.5,-8.2,,
13239,12/25/20 12:50,22,12.5,-8.2,,
13240,12/25/20 13:00,22,12.5,-8.2,,
13241,12/25/20 13:10,22,12.5,-8.2,,
13242,12/25/20 13:20,22,12.5,-8.2,,
13243,12/25/20 13:30,22,12.5,-8.2,,
13244,12/25/20 13:40,22,12.5,-8.2,,
13245,12/25/20 13:50,22,12.5,-8.2,,
13246,12/25/20 14:00,22,12.5,-8.2,,
13247,12/25/20 14:10,22,12.5,-8.2,,
13248,12/25/20 14:20,22,12.5,-8.2,,
13249,12/25/20 14:30,22,12.5,-8.2,,
13250,12/25/20 14:40,22,12.5,-8.2,,
13251,12/25/20 14:50,22,12.5,-8.2,,
13252,12/25/20 15:00,22,12.5,-8.2,,
13253,12/25/20 15:10,22,12.5,-8.2,,
13254,12/25/20 15:20,22,12.5,-8.2,,
